,0,1,2
881,0,1,0
882,1,0,0
883,0,0,1
884,0,1,0
885,1,0,0
886,0,0,1
887,1,0,0
888,0,1,0
889,0,0,1
890,0,1,0
891,0,1,0
892,0,1,0
893,1,0,0
894,0,0,1
895,0,1,0
896,0,0,1
897,0,0,1
898,0,0,1
899,1,0,0
900,1,0,0
901,1,0,0
902,0,0,1
903,0,1,0
904,0,1,0
905,0,0,1
906,0,0,1
907,0,1,0
908,0,1,0
909,0,0,1
910,1,0,0
911,0,0,1
912,0,0,1
913,1,0,0
914,0,1,0
915,0,0,1
916,0,1,0
917,0,0,1
918,0,1,0
919,0,1,0
920,1,0,0
921,1,0,0
922,1,0,0
923,0,0,1
924,1,0,0
925,0,0,1
926,1,0,0
927,0,0,1
928,0,0,1
929,0,0,1
930,0,1,0
931,0,1,0
932,1,0,0
933,1,0,0
934,0,1,0
935,1,0,0
936,0,1,0
937,0,0,1
938,0,1,0
939,1,0,0
940,0,0,1
941,0,0,1
942,0,1,0
943,0,0,1
944,1,0,0
945,1,0,0
946,0,1,0
947,0,0,1
948,0,1,0
949,1,0,0
950,0,0,1
951,1,0,0
952,0,1,0
953,0,0,1
954,0,0,1
955,0,0,1
956,1,0,0
957,0,1,0
958,0,0,1
959,1,0,0
960,1,0,0
961,1,0,0
962,0,1,0
963,0,1,0
964,1,0,0
965,1,0,0
966,0,0,1
967,0,1,0
968,1,0,0
969,0,0,1
970,0,0,1
971,1,0,0
972,0,1,0
973,0,1,0
974,1,0,0
975,0,0,1
976,0,0,1
977,0,0,1
978,1,0,0
979,1,0,0
980,1,0,0
981,0,1,0
982,1,0,0
983,1,0,0
984,0,1,0
985,0,1,0
986,0,1,0
987,0,1,0
988,0,0,1
989,1,0,0
990,0,0,1
991,0,1,0
992,1,0,0
993,1,0,0
994,0,0,1
995,0,1,0
996,0,0,1
997,1,0,0
998,0,1,0
999,0,0,1
1000,1,0,0
1001,0,0,1
1002,1,0,0
1003,0,0,1
1004,0,1,0
1005,0,0,1
1006,0,1,0
1007,0,0,1
1008,1,0,0
1009,1,0,0
1010,0,1,0
1011,0,1,0
1012,1,0,0
1013,0,1,0
1014,0,0,1
1015,0,0,1
1016,0,0,1
1017,0,1,0
1018,0,0,1
1019,0,1,0
1020,0,1,0
1021,1,0,0
1022,0,1,0
1023,0,0,1
1024,0,0,1
1025,1,0,0
1026,0,0,1
1027,1,0,0
1028,0,1,0
1029,1,0,0
1030,1,0,0
1031,1,0,0
1032,0,1,0
1033,0,1,0
1034,0,0,1
1035,0,0,1
1036,0,0,1
1037,0,0,1
1038,1,0,0
1039,1,0,0
1040,0,1,0
1041,1,0,0
1042,0,1,0
1043,0,0,1
1044,1,0,0
1045,1,0,0
1046,0,1,0
1047,0,0,1
1048,1,0,0
1049,0,0,1
1050,0,0,1
1051,0,0,1
1052,1,0,0
1053,0,1,0
1054,0,1,0
1055,0,0,1
1056,1,0,0
1057,1,0,0
1058,0,1,0
1059,1,0,0
1060,0,0,1
1061,1,0,0
1062,1,0,0
1063,1,0,0
1064,0,0,1
1065,0,0,1
1066,0,0,1
1067,1,0,0
1068,1,0,0
1069,1,0,0
1070,0,0,1
1071,0,0,1
1072,1,0,0
1073,0,0,1
1074,1,0,0
1075,1,0,0
1076,0,1,0
1077,0,0,1
1078,0,1,0
1079,1,0,0
1080,0,0,1
1081,0,1,0
1082,1,0,0
1083,0,0,1
1084,1,0,0
1085,0,0,1
1086,0,0,1
1087,0,0,1
1088,0,1,0
1089,1,0,0
1090,0,0,1
1091,0,0,1
1092,0,1,0
1093,0,0,1
1094,0,0,1
1095,0,0,1
1096,0,0,1
1097,0,0,1
1098,1,0,0
1099,1,0,0
1100,0,0,1
1101,1,0,0
1102,0,1,0
1103,1,0,0
1104,1,0,0
1105,0,0,1
1106,0,0,1
1107,0,0,1
1108,1,0,0
1109,0,0,1
1110,0,0,1
1111,0,0,1
1112,0,1,0
1113,0,0,1
1114,1,0,0
1115,0,0,1
1116,0,0,1
1117,0,1,0
1118,1,0,0
1119,0,1,0
1120,1,0,0
1121,0,1,0
1122,0,0,1
1123,1,0,0
1124,1,0,0
1125,0,0,1
1126,0,1,0
1127,1,0,0
1128,0,1,0
1129,1,0,0
1130,0,1,0
1131,0,1,0
1132,0,1,0
1133,0,0,1
1134,0,1,0
1135,1,0,0
1136,0,1,0
1137,1,0,0
1138,1,0,0
1139,0,0,1
1140,0,0,1
1141,1,0,0
1142,0,1,0
1143,0,1,0
1144,0,0,1
1145,1,0,0
1146,0,0,1
1147,0,1,0
1148,0,1,0
1149,0,0,1
1150,0,0,1
1151,0,0,1
1152,1,0,0
1153,1,0,0
1154,0,1,0
1155,0,0,1
1156,1,0,0
1157,0,0,1
1158,0,0,1
1159,0,1,0
1160,1,0,0
1161,1,0,0
1162,0,1,0
1163,0,1,0
1164,1,0,0
1165,1,0,0
1166,1,0,0
1167,0,0,1
1168,0,0,1
1169,0,0,1
1170,0,0,1
1171,0,1,0
1172,1,0,0
1173,1,0,0
1174,0,1,0
1175,0,0,1
1176,0,0,1
1177,0,1,0
1178,1,0,0
1179,0,1,0
1180,1,0,0
1181,0,0,1
1182,0,0,1
1183,0,0,1
1184,0,0,1
1185,1,0,0
1186,0,0,1
1187,0,0,1
1188,0,0,1
1189,0,0,1
1190,0,0,1
1191,0,0,1
1192,1,0,0
1193,0,0,1
1194,0,0,1
1195,1,0,0
1196,0,0,1
1197,0,0,1
1198,0,1,0
1199,0,0,1
1200,1,0,0
1201,0,0,1
1202,0,0,1
1203,1,0,0
1204,0,0,1
1205,1,0,0
1206,1,0,0
1207,0,0,1
1208,0,0,1
1209,1,0,0
1210,1,0,0
1211,0,1,0
1212,1,0,0
1213,0,1,0
1214,0,0,1
1215,1,0,0
1216,0,0,1
1217,1,0,0
1218,1,0,0
1219,0,0,1
1220,0,1,0
1221,1,0,0
1222,1,0,0
1223,0,0,1
1224,0,1,0
1225,0,1,0
1226,1,0,0
1227,1,0,0
1228,1,0,0
1229,0,0,1
1230,0,1,0
1231,1,0,0
1232,0,0,1
1233,0,1,0
1234,1,0,0
1235,1,0,0
1236,0,1,0
1237,1,0,0
1238,1,0,0
1239,0,1,0
1240,0,0,1
1241,1,0,0
1242,0,0,1
1243,1,0,0
1244,1,0,0
1245,0,1,0
1246,0,1,0
1247,0,0,1
1248,0,0,1
1249,1,0,0
1250,0,0,1
1251,1,0,0
1252,0,0,1
1253,0,0,1
1254,1,0,0
1255,0,0,1
1256,0,1,0
1257,0,1,0
1258,1,0,0
1259,0,1,0
1260,1,0,0
1261,0,0,1
1262,0,0,1
1263,0,1,0
1264,1,0,0
1265,0,1,0
1266,0,1,0
1267,0,0,1
1268,1,0,0
1269,1,0,0
1270,1,0,0
1271,0,0,1
1272,1,0,0
1273,0,1,0
1274,0,0,1
1275,0,0,1
1276,0,0,1
1277,1,0,0
1278,0,1,0
1279,1,0,0
1280,0,0,1
1281,1,0,0
1282,0,1,0
1283,0,0,1
1284,1,0,0
1285,0,0,1
1286,0,0,1
1287,1,0,0
1288,1,0,0
1289,1,0,0
1290,0,0,1
1291,0,0,1
1292,0,1,0
1293,0,1,0
1294,1,0,0
1295,0,1,0
1296,0,1,0
1297,0,1,0
1298,0,0,1
1299,0,0,1
1300,0,0,1
1301,0,1,0
1302,0,0,1
1303,0,0,1
1304,0,1,0
1305,0,1,0
1306,1,0,0
1307,0,0,1
1308,1,0,0
1309,0,0,1
1310,0,1,0
1311,0,1,0
1312,0,1,0
1313,1,0,0
1314,0,0,1
1315,1,0,0
1316,1,0,0
1317,1,0,0
1318,1,0,0
1319,0,0,1
1320,1,0,0
1321,1,0,0
1322,0,1,0
1323,0,1,0
1324,1,0,0
1325,0,0,1
1326,1,0,0
1327,1,0,0
1328,0,0,1
1329,0,1,0
1330,1,0,0
1331,0,1,0
1332,1,0,0
1333,1,0,0
1334,0,1,0
1335,1,0,0
1336,0,0,1
1337,0,0,1
1338,1,0,0
1339,1,0,0
1340,1,0,0
1341,1,0,0
1342,1,0,0
1343,0,0,1
1344,1,0,0
1345,0,0,1
1346,1,0,0
1347,0,0,1
1348,1,0,0
1349,0,0,1
1350,0,0,1
1351,1,0,0
1352,1,0,0
1353,0,0,1
1354,0,0,1
1355,1,0,0
1356,0,0,1
1357,0,0,1
1358,1,0,0
1359,0,0,1
1360,0,0,1
1361,0,1,0
1362,0,0,1
1363,0,0,1
1364,1,0,0
1365,0,1,0
1366,0,0,1
1367,1,0,0
1368,0,0,1
1369,1,0,0
1370,0,0,1
1371,0,1,0
1372,1,0,0
1373,0,1,0
1374,0,0,1
1375,0,0,1
1376,0,0,1
1377,0,1,0
1378,1,0,0
1379,0,0,1
1380,1,0,0
1381,1,0,0
1382,0,1,0
1383,0,1,0
1384,0,0,1
1385,1,0,0
1386,0,0,1
1387,0,1,0
1388,1,0,0
1389,0,0,1
1390,1,0,0
1391,0,0,1
1392,0,0,1
1393,1,0,0
1394,0,0,1
1395,0,0,1
1396,1,0,0
1397,0,0,1
1398,0,0,1
1399,0,1,0
1400,0,1,0
1401,1,0,0
1402,1,0,0
1403,0,0,1
1404,1,0,0
1405,1,0,0
1406,0,1,0
1407,0,0,1
1408,0,1,0
1409,1,0,0
1410,1,0,0
1411,1,0,0
1412,0,1,0
1413,1,0,0
1414,1,0,0
1415,0,0,1
1416,0,0,1
1417,0,0,1
1418,1,0,0
1419,1,0,0
1420,1,0,0
1421,0,0,1
1422,0,0,1
1423,0,0,1
1424,0,0,1
1425,1,0,0
1426,0,0,1
1427,0,1,0
1428,1,0,0
1429,0,0,1
1430,0,0,1
1431,1,0,0
1432,1,0,0
1433,0,0,1
1434,1,0,0
1435,1,0,0
1436,0,1,0
1437,0,0,1
1438,1,0,0
1439,0,1,0
1440,1,0,0
1441,0,1,0
1442,1,0,0
1443,0,0,1
1444,0,0,1
1445,1,0,0
1446,0,1,0
1447,1,0,0
1448,1,0,0
1449,1,0,0
1450,1,0,0
1451,0,0,1
1452,0,1,0
1453,1,0,0
1454,1,0,0
1455,0,0,1
1456,1,0,0
1457,1,0,0
1458,1,0,0
1459,0,0,1
1460,0,0,1
1461,0,1,0
1462,0,0,1
1463,0,0,1
1464,1,0,0
1465,0,1,0
1466,1,0,0
1467,0,0,1
1468,1,0,0
1469,0,0,1
1470,0,0,1
1471,0,0,1
1472,0,0,1
1473,0,0,1
1474,0,0,1
1475,0,1,0
1476,0,1,0
1477,0,1,0
1478,0,0,1
1479,1,0,0
1480,0,0,1
1481,0,1,0
1482,0,1,0
1483,1,0,0
1484,0,0,1
1485,1,0,0
1486,0,1,0
1487,0,0,1
1488,1,0,0
1489,0,0,1
1490,0,0,1
1491,0,0,1
1492,0,1,0
1493,1,0,0
1494,1,0,0
1495,0,0,1
1496,0,1,0
1497,0,0,1
1498,0,0,1
1499,1,0,0
1500,0,1,0
1501,0,1,0
1502,1,0,0
1503,1,0,0
1504,0,0,1
1505,0,1,0
1506,0,1,0
1507,0,0,1
1508,0,1,0
1509,0,0,1
1510,0,1,0
1511,1,0,0
1512,0,0,1
1513,1,0,0
1514,0,0,1
1515,0,1,0
1516,0,1,0
1517,0,0,1
1518,0,0,1
1519,1,0,0
1520,1,0,0
1521,0,1,0
1522,0,0,1
1523,0,0,1
1524,0,0,1
1525,0,0,1
1526,1,0,0
1527,0,1,0
1528,0,0,1
1529,0,1,0
1530,0,0,1
1531,0,1,0
1532,0,1,0
1533,0,0,1
1534,0,0,1
1535,0,0,1
1536,0,0,1
1537,0,0,1
1538,1,0,0
1539,0,1,0
1540,0,1,0
1541,0,1,0
1542,0,0,1
1543,0,1,0
1544,0,0,1
1545,0,0,1
1546,0,1,0
1547,0,1,0
1548,1,0,0
1549,0,0,1
1550,1,0,0
1551,0,1,0
1552,0,1,0
1553,0,0,1
1554,0,0,1
1555,0,0,1
1556,0,0,1
1557,0,1,0
1558,0,1,0
1559,1,0,0
1560,0,1,0
1561,1,0,0
1562,0,0,1
1563,0,0,1
1564,0,1,0
1565,0,1,0
1566,0,1,0
1567,0,0,1
1568,0,1,0
1569,0,1,0
1570,0,1,0
1571,1,0,0
1572,0,1,0
1573,0,1,0
1574,1,0,0
1575,0,0,1
1576,0,0,1
1577,0,0,1
1578,0,1,0
1579,0,0,1
1580,0,0,1
1581,1,0,0
1582,1,0,0
1583,0,1,0
1584,0,0,1
1585,0,0,1
1586,0,1,0
1587,1,0,0
1588,1,0,0
1589,0,0,1
1590,1,0,0
1591,0,0,1
1592,1,0,0
1593,1,0,0
1594,0,0,1
1595,1,0,0
1596,0,1,0
1597,1,0,0
1598,0,0,1
1599,0,0,1
1600,1,0,0
1601,1,0,0
1602,1,0,0
1603,0,0,1
1604,0,0,1
1605,1,0,0
1606,1,0,0
1607,0,0,1
1608,0,0,1
1609,1,0,0
1610,0,0,1
1611,0,0,1
1612,0,0,1
1613,1,0,0
1614,1,0,0
1615,0,0,1
1616,0,0,1
1617,0,1,0
1618,0,0,1
1619,1,0,0
1620,0,0,1
1621,0,0,1
1622,0,1,0
1623,0,1,0
1624,0,0,1
1625,1,0,0
1626,0,0,1
1627,0,1,0
1628,1,0,0
1629,0,0,1
1630,0,1,0
1631,0,1,0
1632,0,0,1
1633,0,0,1
1634,1,0,0
1635,0,0,1
1636,0,0,1
1637,0,1,0
1638,0,0,1
1639,0,0,1
1640,0,0,1
1641,0,0,1
1642,0,0,1
1643,0,0,1
1644,1,0,0
1645,0,0,1
1646,0,0,1
1647,0,0,1
1648,1,0,0
1649,1,0,0
1650,0,1,0
1651,1,0,0
1652,1,0,0
1653,1,0,0
1654,0,0,1
1655,0,0,1
1656,0,0,1
1657,0,0,1
1658,0,0,1
1659,0,1,0
1660,0,0,1
1661,0,1,0
1662,0,0,1
1663,0,0,1
1664,0,0,1
